date,label,longitude,latitude,rainfall
19-09-2010,1,77.41530062,31.41610151,44.0579653
07-07-2013,1,76.85209832,31.96709925,45.231089
01-01-2008,0,75.11792879,29.22002938,0.497587144
07-07-2013,1,76.9160998,31.87950021,45.231089
01-01-2008,0,77.37497468,33.37435259,0.531254947
19-09-2010,1,78.21140177,31.45819988,47.8629395
01-01-2008,0,79.95758677,31.4828982,0.603152752
01-01-2008,0,78.84192703,33.57809831,0.722068608
08-06-2010,1,77.24680457,32.37100017,50.4010618
09-09-2009,1,76.90010054,31.54940188,50.7559404
22-09-2010,1,77.10379674,31.02149782,51.7606661
13-08-2011,1,76.93129641,31.70769997,51.8283993
19-09-2010,1,77.50920037,31.11909863,52.2507019
01-01-2008,0,79.78721447,30.07180847,0.706381142
14-08-2008,1,77.12000111,31.0000005,57.1910329
19-09-2008,1,77.30000164,30.5599987,57.4016646
01-01-2008,0,79.63734309,31.56277661,0.65856266
01-01-2008,0,75.10325509,29.02894463,0.381450772
19-09-2008,1,78.31500452,31.58700102,59.3647249
07-07-2013,1,77.16790077,31.55959984,59.7921647
16-06-2013,1,78.43840122,31.59859914,61.3922551
08-08-2008,1,77.08999582,31.13000113,63.6960864
19-09-2008,1,77.16449848,31.1000003,71.8627125
19-09-2010,1,77.09649719,30.90350109,72.0385835
01-01-2008,0,79.25811806,32.40237781,0.490495265
19-09-2010,1,77.11029811,30.90859784,72.0385835
16-06-2013,1,77.46140326,31.34799766,77.0890787
26-07-2016,1,77.42659552,30.69349973,77.7816773
19-09-2010,1,77.50630195,30.95439727,79.7792897
01-01-2008,0,78.34059313,33.59728418,0.42514056
19-09-2010,1,77.46679878,30.90090144,82.5344399
16-06-2013,1,77.35440267,30.67379942,84.0151086
16-06-2013,1,78.19959853,31.45510081,84.7945511
19-09-2010,1,77.16950159,30.71979951,90.5179083
16-06-2013,1,77.65210118,30.57280078,95.929496
